# -----------------------------------------------------------------------------
# TMdock - docking by full/partial structure alignment                V20160511
#										
# -----------------------------------------------------------------------------
#               Date / time : 2023:06:21 / 14:01:15
#       Number of templates : 12470
#            Alignment type : FSA
#                 Fast mode : on
#         Benchmarking mode : off
#     TMScore Normalized by : Length of the target
# -----------------------------------------------------------------------------
#
# Label                Score    TM-score1    TM-score2    FSC-score      iSeqID1      iSeqID2        dSASA         d_av       AACE18        SolEM     trgtLen1     trgtLen2    tmpltLen1    tmpltLen2      aliLen1      aliLen2         t[0]         t[1]         t[2]      u[0][0]      u[0][1]      u[0][2]      u[1][0]      u[1][1]      u[1][2]      u[2][0]      u[2][1]      u[2][2]
#
6kx6A1B1_12      1.55831e-03  2.66022e-01  3.95321e-01  1.04439e-02  6.34921e-02  0.00000e+00  5.21726e-10  0.00000e+00  1.60393e-01  1.34784e-02  2.93000e+02  7.10000e+01  4.68000e+02  4.65000e+02  2.22000e+02  5.50000e+01 -2.49459e+01  4.09136e+01  9.94177e+00  5.79006e-01 -2.14471e-01 -7.86609e-01 -6.95254e-01 -6.33827e-01 -3.38947e-01 -4.25880e-01  7.43146e-01 -5.16102e-01
6pk7A1F1_12      1.55799e-03  3.12584e-01  3.32747e-01  1.03245e-02  4.08163e-02  9.52381e-02  0.00000e+00  0.00000e+00  1.60838e-01  1.30722e-02  2.93000e+02  7.10000e+01  5.57000e+02  5.57000e+02  2.19000e+02  5.70000e+01 -1.15676e+01  1.53772e+00 -4.02146e+01 -5.93512e-01 -7.42133e-01  3.11419e-01  7.68911e-01 -4.08561e-01  4.91787e-01 -2.37737e-01  5.31335e-01  8.13120e-01
3cqj1A1B_12      1.55791e-03  2.67768e-01  3.93839e-01  2.99587e-02  7.04225e-02  1.05263e-01  1.76277e-03  0.00000e+00  9.70333e-02  4.39448e-02  2.93000e+02  7.10000e+01  2.76000e+02  2.75000e+02  1.80000e+02  5.00000e+01 -5.38734e+00  2.36973e+01  2.08940e+01  7.08730e-01 -6.07098e-01  3.59352e-01  6.25087e-01  3.04250e-01 -7.18817e-01  3.27059e-01  7.34074e-01  5.95120e-01
6pk7A1E1_12      1.55765e-03  3.12584e-01  3.32744e-01  4.72603e-02  3.12500e-02  0.00000e+00  1.03250e-02  2.32090e-02  1.32860e-01  5.74841e-02  2.93000e+02  7.10000e+01  5.57000e+02  5.57000e+02  2.19000e+02  5.70000e+01 -5.52670e+00  4.05581e+01 -1.15941e+01  8.18267e-01 -2.32836e-01 -5.25573e-01 -5.68902e-01 -4.59068e-01 -6.82353e-01 -8.23977e-02  8.57347e-01 -5.08101e-01
6khiI1N1_21      1.55740e-03  1.75772e-01  2.81016e-01  1.07616e-01  1.05263e-01  4.76190e-02  8.57196e-04  1.17363e-02  1.60778e-01  2.17833e-02  2.93000e+02  7.10000e+01  1.48000e+02  1.92000e+02  1.12000e+02  6.90000e+01  3.78308e+00 -2.64578e+01  1.09103e+01 -6.26616e-01  7.03718e-01 -3.34863e-01 -1.43301e-01 -5.26398e-01 -8.38075e-01 -7.66040e-01 -4.77165e-01  4.30693e-01
1bt60A0B_12      1.55696e-03  1.36155e-01  3.31884e-01  1.08086e-01  3.44828e-02  0.00000e+00  2.14887e-04  0.00000e+00  1.44310e-01  3.38685e-02  2.93000e+02  7.10000e+01  9.10000e+01  9.10000e+01  7.00000e+01  5.00000e+01  1.94600e+01  2.66481e+01  4.66619e+00 -2.53326e-01 -3.31265e-01 -9.08895e-01  8.10187e-01  4.40741e-01 -3.86451e-01  5.28605e-01 -8.34273e-01  1.56735e-01
2pkg0A0C_12      1.55688e-03  2.61222e-01  3.39066e-01  5.66751e-02  0.00000e+00  5.88235e-02  5.29191e-01  3.30753e-01  9.27630e-02  4.46080e-01  2.93000e+02  7.10000e+01  5.79000e+02  8.00000e+01  2.45000e+02  5.60000e+01  1.40092e+01 -1.08559e+01  9.77874e+00  1.93952e-01 -9.24466e-01  3.28245e-01  9.67661e-01  2.35299e-01  9.09258e-02 -1.61293e-01  2.99994e-01  9.40206e-01
6krkA1B1_12      1.55648e-03  2.12318e-01  3.60809e-01  6.19639e-02  1.08844e-01  3.33333e-02  9.36650e-01  5.61846e-01  0.00000e+00  8.15625e-01  2.93000e+02  7.10000e+01  2.44000e+02  2.44000e+02  1.80000e+02  6.70000e+01 -5.76883e+00  7.16581e+00 -8.10180e+00  6.82584e-01  6.70394e-01 -2.90950e-01 -5.92199e-01  2.74112e-01 -7.57736e-01 -4.28229e-01  6.89518e-01  5.84110e-01
6sl5E1F1_21      1.55559e-03  1.75182e-01  4.08887e-01  7.36434e-02  4.54545e-02  0.00000e+00  1.46112e-04  0.00000e+00  1.13213e-01  3.10809e-02  2.93000e+02  7.10000e+01  1.62000e+02  6.40000e+01  1.07000e+02  5.30000e+01 -1.08478e+01  4.61243e+01  5.34208e+01  1.38629e-01 -8.20963e-01 -5.53897e-01  9.90070e-01  1.28050e-01  5.80044e-02  2.33067e-02 -5.56437e-01  8.30563e-01
3kzf1A1B_21      1.55553e-03  2.81440e-01  3.08663e-01  7.99842e-02  4.76190e-02  2.77778e-02  1.78896e-02  3.75914e-02  1.43025e-01  3.99727e-02  2.93000e+02  7.10000e+01  2.98000e+02  2.85000e+02  1.63000e+02  6.00000e+01  2.43182e+01  6.48134e+00 -1.78072e+01  2.52707e-01 -7.25351e-01 -6.40316e-01  9.01153e-01  4.17372e-01 -1.17151e-01  3.52226e-01 -5.47418e-01  7.59125e-01
6khjH1S1_21      1.55527e-03  1.16565e-01  3.47185e-01  4.71698e-02  5.00000e-01  1.05263e-01  0.00000e+00  0.00000e+00  1.60838e-01  1.30722e-02  2.93000e+02  7.10000e+01  6.00000e+01  3.93000e+02  5.60000e+01  6.90000e+01  1.11796e+01 -3.74478e+01  5.04735e+00  6.50220e-01 -5.86015e-01  4.83529e-01  4.78349e-01 -1.78677e-01 -8.59801e-01  5.90251e-01  7.90355e-01  1.64140e-01
6jjaA15A2_12     1.55523e-03  2.18817e-01  2.60654e-01  9.95745e-02  2.56410e-02  5.55556e-02  5.74886e-01  2.62820e-01  0.00000e+00  3.45069e-01  2.93000e+02  7.10000e+01  1.54000e+02  1.54000e+02  1.38000e+02  6.80000e+01 -2.01318e+01  5.81831e+00  3.48788e+01 -9.59369e-01  2.59494e-01 -1.10789e-01 -2.16748e-01 -4.26404e-01  8.78180e-01  1.80641e-01  8.66512e-01  4.65324e-01
6jjaA13A4_12     1.55523e-03  2.18816e-01  2.60653e-01  9.95745e-02  2.56410e-02  5.55556e-02  5.74886e-01  2.62820e-01  0.00000e+00  3.45069e-01  2.93000e+02  7.10000e+01  1.54000e+02  1.54000e+02  1.38000e+02  6.80000e+01 -2.01318e+01  5.81823e+00  3.48786e+01 -9.59366e-01  2.59505e-01 -1.10788e-01 -2.16753e-01 -4.26404e-01  8.78178e-01  1.80651e-01  8.66508e-01  4.65326e-01
2b481A2A_12      1.55485e-03  1.95042e-01  3.60354e-01  5.18433e-02  5.55556e-02  5.76923e-02  5.37808e-01  3.06660e-01  7.14568e-04  6.00013e-01  2.93000e+02  7.10000e+01  1.43000e+02  1.43000e+02  1.14000e+02  5.70000e+01 -9.05473e+00 -7.30082e+00  2.58672e+01 -5.32348e-01  3.14920e-02 -8.45939e-01 -5.57934e-01  7.38493e-01  3.78599e-01  6.36643e-01  6.73525e-01 -3.75565e-01
1kcm1A2A_12      1.55467e-03  2.17125e-01  4.16398e-01  1.92000e-02  1.47059e-02  3.57143e-02  9.26434e-08  0.00000e+00  1.67549e-01  1.51396e-02  2.93000e+02  7.10000e+01  2.56000e+02  2.56000e+02  1.99000e+02  6.50000e+01  3.24206e+01 -1.87514e+01 -1.74394e+01 -6.13683e-02  4.17427e-01  9.06636e-01 -4.62259e-01  7.93173e-01 -3.96476e-01 -8.84619e-01 -4.43432e-01  1.44284e-01
3k2z1A1B_21      1.55421e-03  2.24034e-01  3.99617e-01  2.65823e-02  5.88235e-02  0.00000e+00  1.13057e-10  0.00000e+00  1.63230e-01  1.24577e-02  2.93000e+02  7.10000e+01  1.95000e+02  1.92000e+02  1.19000e+02  5.30000e+01 -1.06793e+01 -2.00094e+01 -3.23608e+01 -4.33821e-01 -5.29625e-01  7.28901e-01 -7.97493e-01  6.02187e-01 -3.70908e-02 -4.19291e-01 -5.97384e-01 -6.83614e-01
6putA1A2_12      1.55387e-03  2.58946e-01  3.68360e-01  1.61476e-02  9.25926e-02  6.25000e-02  0.00000e+00  0.00000e+00  1.61141e-01  1.30722e-02  2.93000e+02  7.10000e+01  2.44000e+02  2.44000e+02  1.55000e+02  6.10000e+01  3.77538e+01 -2.44596e+01  6.93975e+00  4.15856e-01 -6.51491e-01 -6.34526e-01 -5.52244e-01 -7.35251e-01  3.92978e-01 -7.22558e-01  1.86991e-01 -6.65541e-01
6yanF1M1_21      1.55358e-03  1.68835e-01  2.94275e-01  1.55216e-01  3.57143e-02  5.00000e-02  2.02819e-03  3.87923e-02  1.31984e-01  4.02899e-02  2.93000e+02  7.10000e+01  9.80000e+01  2.27000e+02  8.50000e+01  7.00000e+01 -2.43212e+01 -2.57762e+01  4.25465e+00 -7.99201e-01  5.81488e-01 -1.52148e-01  5.66367e-01  8.13300e-01  1.33311e-01  2.01261e-01  2.03709e-02 -9.79326e-01
6puzA1A2_12      1.55353e-03  2.31938e-01  3.74897e-01  1.38249e-02  1.29630e-01  1.00000e-01  1.05129e-06  0.00000e+00  1.63826e-01  2.11132e-02  2.93000e+02  7.10000e+01  2.62000e+02  2.62000e+02  1.86000e+02  6.60000e+01  2.90841e+01 -3.39584e+01  9.26063e+00  4.41724e-01 -8.77374e-01 -1.87334e-01 -7.73134e-01 -4.78202e-01  4.16637e-01 -4.55130e-01 -3.92043e-02 -8.89561e-01
2gcu0A0B_12      1.55347e-03  2.45047e-01  3.74841e-01  9.66790e-02  2.53165e-02  1.29032e-01  6.24882e-02  1.11427e-01  1.49007e-01  1.03813e-01  2.93000e+02  7.10000e+01  2.43000e+02  2.36000e+02  2.06000e+02  5.00000e+01  6.79367e+00 -2.23782e+01  6.91055e+00  1.36489e-01  7.56014e-01  6.40167e-01  5.24714e-01 -6.03293e-01  6.00594e-01  8.40265e-01  2.53930e-01 -4.79034e-01
2co21A2A_12      1.55332e-03  1.99040e-01  3.28650e-01  6.41822e-02  3.22581e-02  1.17647e-01  0.00000e+00  0.00000e+00  1.59897e-01  1.30722e-02  2.93000e+02  7.10000e+01  1.21000e+02  1.21000e+02  9.80000e+01  5.10000e+01 -2.91493e+01 -1.79794e+01 -1.24054e+01  2.43767e-01 -6.90289e-01  6.81233e-01 -6.52529e-01 -6.36391e-01 -4.11355e-01  7.17484e-01 -3.44250e-01 -6.05565e-01
5heaA1B2_12      1.55295e-03  2.53373e-01  3.99716e-01  1.54054e-01  5.00000e-02  0.00000e+00  5.88210e-03  1.25234e-01  1.25248e-01  1.01446e-01  2.93000e+02  7.10000e+01  2.76000e+02  2.76000e+02  1.80000e+02  5.60000e+01  1.10713e+01  3.88573e+01  3.74409e+01 -4.31978e-01  3.74705e-01  8.20361e-01 -8.93459e-01 -3.01839e-01 -3.32602e-01  1.22990e-01 -8.76635e-01  4.65171e-01
6nj7A1B1_12      1.55283e-03  2.44466e-01  3.97669e-01  5.44693e-02  2.10526e-02  8.57143e-02  1.55648e-03  2.57251e-02  1.31709e-01  3.91403e-02  2.93000e+02  7.10000e+01  2.43000e+02  2.57000e+02  1.77000e+02  4.90000e+01 -2.60808e+01  1.17506e+01 -6.94191e+00 -6.98375e-01  6.54585e-01 -2.89468e-01 -1.87567e-01 -5.57683e-01 -8.08584e-01 -6.90718e-01 -5.10400e-01  5.12250e-01
6wzgA1B1_12      1.55270e-03  2.48547e-01  3.90293e-01  1.07775e-02  5.00000e-02  1.05263e-01  0.00000e+00  0.00000e+00  1.60838e-01  1.30722e-02  2.93000e+02  7.10000e+01  2.40000e+02  3.38000e+02  1.76000e+02  6.60000e+01  3.35722e+01 -2.42169e+01 -1.07614e+01  5.33209e-01 -3.05991e-01  7.88707e-01 -6.47801e-01 -7.47289e-01  1.48027e-01  5.44098e-01 -5.89854e-01 -5.96682e-01
1knq0A0B_12      1.55253e-03  1.99705e-01  3.08378e-01  9.08754e-02  2.59740e-02  8.88889e-02  7.70523e-01  4.24581e-01  1.15128e-03  5.91600e-01  2.93000e+02  7.10000e+01  1.71000e+02  1.71000e+02  1.41000e+02  5.20000e+01  1.03827e+00  3.04110e-01 -1.79529e+01 -8.29631e-01  2.30623e-01  5.08454e-01  5.57905e-01  3.77253e-01  7.39204e-01 -2.13381e-02  8.96935e-01 -4.41646e-01
6khiJ1O1_12      1.55249e-03  1.88146e-01  3.77299e-01  7.08564e-02  6.97674e-02  1.21951e-01  5.88180e-01  3.07129e-01  0.00000e+00  4.14306e-01  2.93000e+02  7.10000e+01  1.60000e+02  6.80000e+01  1.34000e+02  5.10000e+01  3.42852e+00  1.28356e+01  2.38880e+01  1.24321e-01 -8.81448e-01  4.55624e-01 -5.59561e-01  3.16924e-01  7.65801e-01 -8.19412e-01 -3.50154e-01 -4.53824e-01
1gwi0A0B_12      1.55203e-03  3.04732e-01  3.31892e-01  1.68539e-02  8.10811e-02  2.32558e-02  0.00000e+00  0.00000e+00  1.60990e-01  1.30722e-02  2.93000e+02  7.10000e+01  4.02000e+02  4.00000e+02  2.15000e+02  6.20000e+01  2.82725e-02 -3.29061e+01 -8.81051e+00  2.04463e-01 -9.63606e-01 -1.72219e-01 -6.98314e-02 -1.89846e-01  9.79327e-01 -9.76380e-01 -1.88210e-01 -1.06106e-01
1ntm1J1K_21      1.55083e-03  7.76992e-02  3.34281e-01  1.09432e-01  0.00000e+00  4.54545e-02  5.30706e-01  3.39366e-01  8.49167e-02  6.09436e-01  2.93000e+02  7.10000e+01  5.10000e+01  6.00000e+01  4.40000e+01  3.30000e+01  1.86093e+01  1.14815e+01  6.75402e+00  4.99223e-01  2.48165e-01  8.30175e-01 -1.16719e-01 -9.30115e-01  3.48229e-01  8.58576e-01 -2.70741e-01 -4.35369e-01
4jd7A1D2_21      1.54993e-03  2.69102e-01  3.98702e-01  2.70423e-02  3.57143e-02  2.70270e-02  4.01394e-03  4.56468e-02  1.74425e-01  8.26766e-02  2.93000e+02  7.10000e+01  3.12000e+02  3.14000e+02  2.26000e+02  6.30000e+01  2.79132e+01  6.08062e+00  2.21196e+01  4.16905e-01  5.41859e-01  7.29780e-01  3.34064e-01 -8.38034e-01  4.31394e-01  8.45335e-01  6.39432e-02 -5.30397e-01
6pfzD1C1_12      1.54968e-03  3.12549e-01  3.55880e-01  6.92893e-02  5.97015e-02  3.44828e-02  3.91449e-01  2.13262e-01  4.61045e-05  2.75807e-01  2.93000e+02  7.10000e+01  5.36000e+02  5.35000e+02  2.34000e+02  7.00000e+01  5.87991e-01  1.61256e+00  2.74829e+01 -3.88412e-01 -7.63317e-01 -5.16220e-01 -1.51063e-01  6.05370e-01 -7.81477e-01  9.09019e-01 -2.25554e-01 -3.50442e-01
6vbqH1P1_12      1.54922e-03  4.01464e-01  1.36175e-01  1.09551e-01  3.25000e-01  0.00000e+00  5.20647e-01  4.09059e-01  1.43439e-01  4.81957e-01  2.93000e+02  7.10000e+01  2.23000e+02  1.50000e+01  1.78000e+02  1.30000e+01  1.46133e+01 -1.38239e+01 -9.66194e+00 -8.13837e-03 -8.90187e-01 -4.55523e-01 -8.03634e-01  2.76908e-01 -5.26778e-01  5.95069e-01  3.61787e-01 -7.17637e-01
6ro0E1F1_21      1.54878e-03  1.36987e-01  4.73851e-01  5.14706e-02  7.84314e-02  5.88235e-02  8.71413e-01  5.39643e-01  3.68109e-04  8.17685e-01  2.93000e+02  7.10000e+01  9.80000e+01  1.10000e+02  6.80000e+01  6.00000e+01  3.26704e+00  3.04343e+00  7.79117e+00  3.98609e-01  6.29044e-01 -6.67394e-01 -8.57958e-01  5.12900e-01 -2.89985e-02  3.24065e-01  5.84155e-01  7.44140e-01
5vmrA1C1_12      1.54853e-03  2.85829e-01  2.41984e-01  6.34648e-02  0.00000e+00  1.42857e-01  1.15558e-06  0.00000e+00  1.57874e-01  1.99652e-02  2.93000e+02  7.10000e+01  4.21000e+02  3.80000e+01  1.95000e+02  2.90000e+01 -2.87005e+00  1.25950e+01  5.69930e+01 -7.79408e-01  3.81187e-01 -4.97212e-01 -3.64022e-01 -9.21438e-01 -1.35794e-01 -5.09913e-01  7.51576e-02  8.56936e-01
6jivB1C1_12      1.54846e-03  2.94248e-01  3.59936e-01  1.01597e-02  4.00000e-02  0.00000e+00  7.40366e-06  0.00000e+00  1.65923e-01  1.75120e-02  2.93000e+02  7.10000e+01  5.48000e+02  5.45000e+02  2.30000e+02  5.50000e+01  3.81923e+01 -2.56258e+00 -1.91210e+01 -7.04571e-01  2.74017e-01  6.54595e-01 -4.11343e-01 -9.09364e-01 -6.20831e-02  5.78253e-01 -3.13005e-01  7.53426e-01
1cdc0B0A_12      1.54829e-03  2.12684e-01  2.43556e-01  1.85100e-01  8.51064e-02  9.09091e-02  9.19004e-01  6.55054e-01  3.99822e-02  8.77796e-01  2.93000e+02  7.10000e+01  9.60000e+01  9.60000e+01  9.40000e+01  4.40000e+01 -4.80464e+00 -1.31804e+01 -2.89173e+00 -6.73431e-01  7.95274e-02  7.34960e-01  1.93187e-01 -9.40716e-01  2.78805e-01  7.13561e-01  3.29741e-01  6.18143e-01
6u8hA1C1_12      1.54823e-03  1.69031e-01  1.42321e-01  2.33890e-01  2.43902e-02  0.00000e+00  1.38523e-03  4.75204e-02  1.41920e-01  4.74298e-02  2.93000e+02  7.10000e+01  1.28000e+02  1.10000e+01  1.00000e+02  1.10000e+01  4.23920e+00  1.35872e+01 -3.27519e+01 -4.01020e-01  8.38079e-01 -3.69875e-01 -3.45894e-01 -5.12402e-01 -7.86004e-01 -8.48257e-01 -1.87266e-01  4.95370e-01
6b47C1L1_12      1.54780e-03  2.57073e-01  3.34390e-01  2.99572e-02  4.54545e-02  0.00000e+00  7.07243e-07  0.00000e+00  1.79736e-01  1.73333e-02  2.93000e+02  7.10000e+01  2.93000e+02  1.89000e+02  1.61000e+02  6.90000e+01 -1.51874e+01 -2.53561e+01 -2.31266e+01 -8.07133e-01  3.48958e-01 -4.76197e-01 -6.74019e-02  7.46867e-01  6.61549e-01  5.86509e-01  5.66055e-01 -5.79301e-01
6tutD1G1_12      1.54736e-03  1.56951e-01  3.86127e-01  7.13805e-02  8.47458e-02  8.16327e-02  6.97119e-01  4.34372e-01  4.77243e-02  6.45824e-01  2.93000e+02  7.10000e+01  1.04000e+02  1.99000e+02  7.70000e+01  6.30000e+01  1.71821e+01 -2.19335e+00  8.03828e+00  8.39061e-01 -4.46822e-01  3.10365e-01  5.37281e-01  5.90940e-01 -6.01763e-01  8.54739e-02  6.71670e-01  7.35904e-01
2vkx1A1B_12      1.54700e-03  2.67886e-01  2.81502e-01  1.33576e-01  7.54717e-02  1.02564e-01  3.91349e-02  7.29597e-02  1.00174e-01  7.93315e-02  2.93000e+02  7.10000e+01  1.98000e+02  1.97000e+02  1.73000e+02  6.60000e+01  1.00297e+01  1.93482e+01  1.40362e+01  3.37696e-01  9.03935e-01 -2.62418e-01  5.52627e-01 -4.16092e-01 -7.22129e-01 -7.61948e-01  9.88410e-02 -6.40052e-01
5nh3A1H1_21      1.54634e-03  3.74718e-01  2.92235e-01  1.64461e-01  4.45946e-01  4.34783e-02  3.68720e-01  4.33121e-01  1.24323e-01  4.43519e-01  2.93000e+02  7.10000e+01  1.13000e+02  9.40000e+01  1.13000e+02  4.10000e+01  1.46467e+01 -1.55761e+01 -7.98473e+00  4.78576e-01 -1.18158e-01 -8.70059e-01 -5.47247e-01  7.34766e-01 -4.00798e-01  6.86648e-01  6.67950e-01  2.86980e-01
3oq31A1B_21      1.54633e-03  2.80687e-01  4.06312e-01  8.60735e-02  7.27273e-02  9.80392e-02  7.41506e-01  5.30748e-01  9.01158e-03  7.48205e-01  2.93000e+02  7.10000e+01  3.29000e+02  1.66000e+02  2.21000e+02  7.00000e+01  1.36815e+01 -1.05943e+01  5.28519e+00  5.73631e-01 -4.93179e-01 -6.54005e-01 -8.12735e-01 -2.43234e-01 -5.29433e-01  1.02030e-01  8.35231e-01 -5.40350e-01
1wbj1A1B_21      1.54632e-03  2.71765e-01  3.15019e-01  2.92648e-02  5.76923e-02  6.25000e-02  3.27139e-07  0.00000e+00  1.70847e-01  2.01997e-02  2.93000e+02  7.10000e+01  3.90000e+02  2.67000e+02  2.03000e+02  5.70000e+01  3.87804e+01 -9.48120e+00 -2.90588e+00  7.66182e-01 -1.92182e-01 -6.13214e-01  5.85542e-01  6.01944e-01  5.42958e-01  2.64774e-01 -7.75068e-01  5.73729e-01
6sk6B47C4_21     1.54630e-03  2.25553e-01  2.92851e-01  5.51862e-02  1.91781e-01  2.63158e-02  5.45921e-04  0.00000e+00  1.55776e-01  3.86979e-02  2.93000e+02  7.10000e+01  2.31000e+02  2.52000e+02  1.32000e+02  6.80000e+01  2.67977e+01  9.93021e+00  1.71602e+01  7.90337e-01  6.05225e-01  9.52412e-02  6.08662e-01 -7.93376e-01 -9.20671e-03  6.99900e-02  6.52461e-02 -9.95412e-01
6tmfC1M1_12      1.54562e-03  2.42164e-01  2.44574e-01  8.70370e-02  3.33333e-02  4.00000e-02  1.83489e-03  2.47966e-02  1.93584e-01  4.27277e-02  2.93000e+02  7.10000e+01  1.93000e+02  1.02000e+02  1.70000e+02  4.60000e+01  1.62345e+01  1.23577e+01 -2.83784e+01  3.87886e-01  7.36764e-01  5.53826e-01  8.74930e-01 -1.05331e-01 -4.72655e-01 -2.89900e-01  6.67895e-01 -6.85474e-01
3kxe1C1D_12      1.54526e-03  8.05470e-02  3.12372e-01  1.31007e-01  0.00000e+00  1.14286e-01  7.84476e-01  4.53362e-01  0.00000e+00  7.20950e-01  2.93000e+02  7.10000e+01  7.50000e+01  7.40000e+01  6.50000e+01  3.50000e+01 -1.72221e+01  3.45347e+00  2.11184e+01  5.81036e-03  8.09160e-01 -5.87560e-01  7.69345e-01 -3.78967e-01 -5.14287e-01 -6.38807e-01 -4.49049e-01 -6.24725e-01
3mi91A1B_21      1.54517e-03  2.30096e-01  3.59423e-01  4.07451e-02  3.50877e-02  3.33333e-02  2.68092e-12  0.00000e+00  1.62523e-01  1.33063e-02  2.93000e+02  7.10000e+01  2.47000e+02  3.28000e+02  1.90000e+02  5.70000e+01 -1.73658e+01  9.29605e+00 -3.59826e+01 -9.97643e-01  5.32244e-02 -4.33098e-02 -5.55134e-02 -2.55033e-01  9.65337e-01  4.03341e-02  9.65466e-01  2.57387e-01
3k1r1A1B_21      1.54485e-03  1.17175e-01  3.93320e-01  8.03828e-02  0.00000e+00  0.00000e+00  1.82144e-06  0.00000e+00  1.64804e-01  2.27204e-02  2.93000e+02  7.10000e+01  7.40000e+01  1.92000e+02  6.20000e+01  6.50000e+01  2.30637e+01  1.62173e+01  1.11114e+01  6.41813e-01 -6.18677e-01 -4.53116e-01 -6.33512e-01 -9.47928e-02 -7.67904e-01  4.32133e-01  7.79906e-01 -4.52778e-01
3mqi1A1B_12      1.54384e-03  2.46713e-01  2.49177e-01  7.14286e-02  9.80392e-02  1.14286e-01  7.32201e-11  0.00000e+00  1.59380e-01  1.46733e-02  2.93000e+02  7.10000e+01  9.00000e+01  9.00000e+01  8.80000e+01  6.50000e+01  3.23982e+01  1.55659e+01  6.60671e+00 -9.05784e-01  3.67865e-01  2.10312e-01  4.19844e-01  8.46269e-01  3.27963e-01 -5.73346e-02  3.85362e-01 -9.20983e-01
6rhzA1J1_12      1.54360e-03  3.28764e-01  2.77563e-01  3.61991e-02  0.00000e+00  4.54545e-02  0.00000e+00  0.00000e+00  1.60838e-01  1.30722e-02  2.93000e+02  7.10000e+01  7.39000e+02  4.00000e+01  2.73000e+02  2.60000e+01  3.48079e+01  2.17800e+01  2.39316e+01  6.72010e-01 -7.15361e-01 -1.91471e-01  6.94611e-01  5.19253e-01  4.97887e-01 -2.56747e-01 -4.67583e-01  8.45841e-01
3ubk1A1B_21      1.54352e-03  2.47256e-01  3.64206e-01  2.87823e-02  3.17460e-02  6.45161e-02  0.00000e+00  0.00000e+00  1.60524e-01  1.30722e-02  2.93000e+02  7.10000e+01  2.06000e+02  2.09000e+02  1.34000e+02  5.90000e+01 -2.69586e+01  1.51324e+01  2.54284e+00  4.13638e-01 -3.21926e-01 -8.51626e-01 -2.35246e-01 -9.41426e-01  2.41612e-01 -8.79525e-01  1.00402e-01 -4.65141e-01
3c971A2A_12      1.54348e-03  1.62729e-01  3.00292e-01  8.15204e-02  4.71698e-02  1.13208e-01  8.38606e-01  4.74534e-01  1.53990e-02  7.13595e-01  2.93000e+02  7.10000e+01  1.20000e+02  1.20000e+02  1.06000e+02  5.30000e+01  1.39150e+01  9.98160e+00  1.12914e+00 -4.79249e-01  2.81362e-01 -8.31358e-01 -7.57586e-01  3.45652e-01  5.53704e-01  4.43152e-01  8.95187e-01  4.75025e-02
6pykA1A2_12      1.54320e-03  2.54201e-01  3.27074e-01  5.75858e-02  9.09091e-02  6.25000e-02  1.88747e-05  0.00000e+00  1.27792e-01  1.60772e-02  2.93000e+02  7.10000e+01  2.41000e+02  2.41000e+02  2.04000e+02  6.80000e+01 -2.55486e+01 -2.51764e+01 -1.28880e+00 -3.74892e-01  3.80355e-01  8.45450e-01 -2.89065e-01 -9.14455e-01  2.83221e-01  8.80850e-01 -1.38213e-01  4.52769e-01
2o3a0A0B_12      1.54308e-03  1.97652e-01  3.03169e-01  4.03597e-02  5.68182e-02  3.84615e-02  9.60477e-01  6.35803e-01  1.46558e-01  9.33141e-01  2.93000e+02  7.10000e+01  1.61000e+02  1.63000e+02  1.14000e+02  6.00000e+01 -1.04919e+01 -2.49804e+00  1.01222e+01 -4.48540e-02 -1.48567e-01  9.87885e-01 -7.93668e-01  6.05852e-01  5.50775e-02 -6.06695e-01 -7.81582e-01 -1.45088e-01
1e7w0A0B_12      1.54299e-03  2.34368e-01  3.80626e-01  2.38532e-02  7.69231e-02  6.89655e-02  7.88937e-06  0.00000e+00  1.54794e-01  1.91347e-02  2.93000e+02  7.10000e+01  2.67000e+02  2.58000e+02  2.02000e+02  4.90000e+01 -2.44479e+01  2.50000e+01  8.03034e+00 -4.25129e-01 -1.05143e-01  8.99005e-01 -2.57667e-01 -9.38077e-01 -2.31560e-01  8.67683e-01 -3.30087e-01  3.71712e-01
6lthN1P1_21      1.54281e-03  1.45065e-01  4.40137e-01  3.15722e-02  1.00000e-01  0.00000e+00  1.97203e-05  0.00000e+00  1.73934e-01  1.39117e-02  2.93000e+02  7.10000e+01  2.39000e+02  2.61000e+02  1.49000e+02  5.50000e+01 -1.67560e+01 -3.40556e+01  2.65898e+01 -6.41593e-01  4.08113e-01 -6.49463e-01 -7.30850e-01 -6.82273e-02  6.79120e-01  2.32847e-01  9.10378e-01  3.42044e-01
4jd7A1D2_12      1.54254e-03  2.66658e-01  3.95811e-01  2.42390e-02  4.12371e-02  5.26316e-02  1.74763e-04  1.64884e-02  1.50339e-01  3.43060e-02  2.93000e+02  7.10000e+01  3.14000e+02  3.12000e+02  2.40000e+02  6.40000e+01  2.92655e+01  6.72116e+00  1.81780e+01  6.16139e-01  4.93826e-01  6.13603e-01  9.64193e-02 -8.20472e-01  5.63497e-01  7.81714e-01 -2.88029e-01 -5.53139e-01
